#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
CHRONICLE_PLAYER_INHERITANCE_NEW_RELIGION;On [GetDateText], [From.GetTitledName] [From.GetDeathReason] at the age of [Root.GetAgeYears]. [From.GetSubjectPronounCap] was succeeded by [From.GetPossPronoun] [Root.Religion.GetName] [GetFromReverseRelation] [Root.GetFirstName].;Le [GetDateText], [From.GetTitledName] [From.GetDeathReason] à l’âge de [Root.GetAgeYears]. [From.GetSubjectPronounCap] eut comme successeur [From.GetPossPronoun] [GetFromReverseRelation] [Root.GetFirstName], de religion [Root.Religion.GetName] [Root.Religion.GetGroupName].;Am [GetDateText], [From.GetTitledName] [From.GetDeathReason]. Nachfolger wird [From.GetPossPronoun] [Root.Religion.GetName] [Root.Religion.GetGroupName] [GetFromReverseRelation] [Root.GetFirstName].;;El [GetDateText], [From.GetTitledName] [From.GetDeathReason] a la edad de [Root.GetAgeYears]. [From.GetSubjectPronounCap] fue sucedido por [From.GetPossPronoun] [GetFromReverseRelation] [Root.GetFirstName], de religión [Root.Religion.GetName] [Root.Religion.GetGroupName] [GetFromReverseRelation] [Root.GetFirstName].;;;;;;;;;x
CHRONICLE_MY_FORCES_CAPTURED_MAJOR_SETTLEMENT;The armies of [Root.TopLiege.PrimaryTitle.GetName], led by [Root.GetTitledFirstNameWithDynastyNoRegnal], captured [From.GetName] from [From.Holder.GetTitledFirstName] [From.Holder.GetOnlyDynastyName] of [From.Holder.PrimaryTitle.GetName].;Les armées de [Root.TopLiege.PrimaryTitle.GetName], menées par [Root.GetTitledFirstNameWithDynastyNoRegnal], ont arraché [From.GetName] de l’emprise de [From.Holder.GetTitledFirstName] [From.Holder.GetOnlyDynastyName] de [From.Holder.PrimaryTitle.GetName].;Das Heer von [Root.TopLiege.PrimaryTitle.GetName] unter Führung von [Root.GetTitledName] nahm [From.GetName] gefangen.;;Los ejércitos de [Root.TopLiege.PrimaryTitle.GetName], liderados por [Root.GetTitledFirstNameWithDynastyNoRegnal], arrebataron [From.GetName] de las garras de [From.Holder.GetTitledFirstName] [From.Holder.GetOnlyDynastyName] de [From.Holder.PrimaryTitle.GetName].;;;;;;;;;x
CHRONICLE_ENEMY_FORCES_CAPTURED_MAJOR_SETTLEMENT;[This.PrimaryTitle.GetName] lost [From.GetName] to the forces of [Root.TopLiege.GetTitledName] [Root.TopLiege.GetOnlyDynastyName] of [Root.TopLiege.PrimaryTitle.GetName].;[This.PrimaryTitle.GetName] a perdu [From.GetName] contre les forces de [Root.TopLiege.GetTitledName] [Root.TopLiege.GetOnlyDynastyName] de [Root.TopLiege.PrimaryTitle.GetName].;[From.Owner.TopLiege.PrimaryTitle.GetName] verlor [From.GetName] an die Truppen von [Root.TopLiege.GetTitledName].;;[This.PrimaryTitle.GetName] perdió [From.GetName] contra las fuerzas de [Root.TopLiege.GetTitledName] [Root.TopLiege.GetOnlyDynastyName] de [Root.TopLiege.PrimaryTitle.GetName].;;;;;;;;;x
CHRONICLE_WAR_WON;[This.GetTitledFirstNameNoRegnal] won the war against [Prev.GetTitledNameWithNick] [Prev.GetOnlyDynastyName] of [Prev.PrimaryTitle.GetName].;[This.GetTitledFirstNameNoRegnal] a gagné la guerre contre [Prev.GetTitledNameWithNick] [Prev.GetOnlyDynastyName] de [Prev.PrimaryTitle.GetName].;[From.GetTitledNameWithNick] gewann den Krieg gegen [Root.GetTitledNameWithNick]. ;;[This.GetTitledFirstNameNoRegnal] ganó la guerra contra [Prev.GetTitledNameWithNick] [Prev.GetOnlyDynastyName] de [Prev.PrimaryTitle.GetName].;;;;;;;;;x
CHRONICLE_WAR_WHITEPEACE;[This.GetTitledFirstNameNoRegnal] made peace with [Prev.GetTitledNameWithNick] [Prev.GetOnlyDynastyName] of [Prev.PrimaryTitle.GetName].;[This.GetTitledFirstNameNoRegnal] a fait la paix avec [Prev.GetTitledNameWithNick] [Prev.GetOnlyDynastyName] de [Prev.PrimaryTitle.GetName].;[From.GetTitledNameWithNick] schloss Frieden mit [Root.GetTitledNameWithNick]. ;;[This.GetTitledFirstNameNoRegnal] firmó la paz con [Prev.GetTitledNameWithNick] [Prev.GetOnlyDynastyName] de [Prev.PrimaryTitle.GetName].;;;;;;;;;x
CHRONICLE_WAR_LOST;[This.GetTitledFirstNameNoRegnal] lost the war against [Prev.GetTitledNameWithNick] [Prev.GetOnlyDynastyName] of [Prev.PrimaryTitle.GetName].;[This.GetTitledFirstNameNoRegnal] a perdu la guerre contre [Prev.GetTitledNameWithNick] [Prev.GetOnlyDynastyName] de [Prev.PrimaryTitle.GetName].;[From.GetTitledNameWithNick] verlor den Krieg gegen [Root.GetTitledNameWithNick]. ;;[This.GetTitledFirstNameNoRegnal] perdió la guerra contra [Prev.GetTitledNameWithNick] [Prev.GetOnlyDynastyName] de [Prev.PrimaryTitle.GetName].;;;;;;;;;x
CHRONICLE_FAILED_IMPRISON_WAR;[From.GetTitledNameWithNick] tried but failed to imprison [Root.GetTitledNameWithNick] [Root.GetOnlyDynastyName], causing [Root.GetHerHim] to come out in open rebellion.;[From.GetTitledNameWithNick] a échoué à emprisonner [Root.GetTitledNameWithNick] [Root.GetOnlyDynastyName], l’incitant à déclarer ouvertement une rébellion.;[Root.GetTitledNameWithNick] versuchte ohne Erfolg, [From.GetTitledNameWithNick] in den Kerker zu werfen und bewirkte dadurch [From.GetHerHim] offene Rebellion.;;[From.GetTitledNameWithNick] no logró encarcelar a [Root.GetTitledNameWithNick] [Root.GetOnlyDynastyName], provocando que declarara una rebelión abiertamente.;;;;;;;;;x
CHRONICLE_DISTANT_PLAGUE;On [GetDateText], rumors began to reach us of a terrible outbreak of Great Sickness in far off lands;Le [GetDateText], des rumeurs ont commencé à nous parvenir au sujet d'une épidémie dans des terres lointaines.;Am [GetDateText] erreichten uns erste Gerüchte über den Ausbruch einer schrecklichen Seuche in weit entfernten Ländern.;;En [GetDateText], empezaron a llegarnos rumores sobre un terrible brote de peste en tierras lejanas;;;;;;;;;x
CHRONICLE_NEARBY_PLAGUE;As of [GetDateText], the Great Sickness is no longer a distant rumor. Travelers from neighboring realms are now arriving with firsthand experience of the horrors it brings.;Depuis le [GetDateText], l'épidémie n'est plus une lointaine rumeur. Des voyageurs venant de pays voisins arrivent avec une expérience directe de l'horreur.;Seit [GetDateText] ist die Pest nicht mehr länger nur ein Gerücht aus fernen Gefilden. Reisende aus angrenzenden Reichen bringen nun Augenzeugenberichte der Schrecken, die sie mit sich bringt.;;En [GetDateText], la plaga ya no es un rumor lejano. Viajeros de los reinos vecinos llegón con experiencias de primera mano sobre los horrores que trae.;;;;;;;;;x
CHRONICLE_BORDERING_PLAGUE;On [GetDateText] the Great Sickness arrived at our borders. May [Root.Religion.GetHighGodNameCap] protect us.;Le [GetDateText], l'épidémie est arrivée à nos frontières. Que [Root.Religion.GetHighGodName] nous protège.;Am [GetDateText] erreichte die Pest unsere Landesgrenze. Möge [Root.Religion.GetHighGodNameCap] uns beschützen.;;En [GetDateText] la Peste llegó a nuestras fronteras. Que [Root.Religion.GetHighGodNameCap] nos proteja.;;;;;;;;;x
CHRONICLE_INDIA_GONE;On [GetDateText] word reached us that the Far East has been widely Depopulated by the dreaded Great Sickness.;Nous avons appris le [GetDateText] que la redoutable épidémie a dépeuplé l'Outre-Orient.;Am [GetDateText] erreichte uns die Nachricht, dass der Bevölkerungsverlust durch die gefürchtete Pest in Indien verheerend ist.;;En [GetDateText] nos llegó la noticia de que India ha quedado extensamente Despoblada por la temida Peste.;;;;;;;;;x
CHRONICLE_PERSIA_GONE;On [GetDateText] word reached us that Qarth has been widely Depopulated by the dreaded Great Sickness.;Nous avons appris le [GetDateText] que la redoutable épidémie a dépeuplé Quarth.;Am [GetDateText] erreichte uns die Nachricht, dass der Bevölkerungsverlust durch die gefürchtete Pest in Persien verheerend ist.;;En [GetDateText] nos llegó la noticia de que Persia ha quedado extensamente despoblada por la temida Peste.;;;;;;;;;x
CHRONICLE_MIDDLEEAST_GONE;On [GetDateText] word reached us that Slaver's Bay has been widely Depopulated by the dreaded Great Sickness.;Nous avons appris le [GetDateText] que la redoutable épidémie a dépeuplé la Baie des Serfs.;Am [GetDateText] erreichte uns die Nachricht, dass der Bevölkerungsverlust durch die gefürchtete Pest im Mittleren Osten verheerend ist.;;En [GetDateText] nos llegó la noticia de que Oriente Medio ha quedado extensamente Despoblado por la temida Peste.;;;;;;;;;x
CHRONICLE_AFRICA_GONE;On [GetDateText] word reached us that Sothoryos has been widely Depopulated by the dreaded Great Sickness.;Nous avons appris le [GetDateText] que la redoutable épidémie a dépeuplé Sothoryos.;Am [GetDateText] erreichte uns die Nachricht, dass der Bevölkerungsverlust durch die gefürchtete Pest in Afrika verheerend ist.;;En [GetDateText] nos llegó la noticia de que África ha quedado extensamente despoblada por la temida Peste.;;;;;;;;;x
CHRONICLE_ASIAMINOR_GONE;On [GetDateText] word reached us that the Summer Islands has been widely Depopulated by the dreaded Great Sickness.;Nous avons appris le [GetDateText] que la redoutable épidémie a dépeuplé les Iles d'Eté.;Am [GetDateText] erreichte uns die Nachricht, dass der Bevölkerungsverlust durch die gefürchtete Pest in Kleinasien verheerend ist.;;En [GetDateText] nos llegó la noticia de que Asia Menor ha quedado extensamente despoblada por la temida Peste.;;;;;;;;;x
CHRONICLE_EASTEUROPE_GONE;On [GetDateText] word reached us that the Free Cities has been widely Depopulated by the dreaded Great Sickness.;Nous avons appris le [GetDateText] que la redoutable épidémie a dépeuplé les Cités libres.;Am [GetDateText] erreichte uns die Nachricht, dass der Bevölkerungsverlust durch die gefürchtete Pest in Osteuropa verheerend ist.;;En [GetDateText] nos llegó la noticia de que Europa Oriental ha quedado extensamente despoblada por la temida Peste.;;;;;;;;;x
CHRONICLE_SOUTHEUROPE_GONE;On [GetDateText] word reached us that Westeros has been widely Depopulated by the dreaded Great Sickness.;Nous avons appris le [GetDateText] que la redoutable épidémie a dépeuplé Westeros.;Am [GetDateText] erreichte uns die Nachricht, dass der Bevölkerungsverlust durch die gefürchtete Pest in Südeuropa verheerend ist.;;En [GetDateText] nos llegó la noticia de que el Sur de Europa ha quedado extensamente despoblado por la temida Peste.;;;;;;;;;x
CHRONICLE_WESTEUROPE_GONE;On [GetDateText] word reached us that The North has been widely Depopulated by the dreaded Great Sickness.;Nous avons appris le [GetDateText] que la redoutable épidémie a dépeuplé le Nord.;Am [GetDateText] erreichte uns die Nachricht, dass der Bevölkerungsverlust durch die gefürchtete Pest in Westeuropa verheerend ist.;;En [GetDateText] nos llegó la noticia de que Europa Occidental ha quedado extensamente despoblada por la temida Peste.;;;;;;;;;x
CHRONICLE_NORTHEUROPE_GONE;On [GetDateText] word reached us that Ibben has been widely Depopulated by the dreaded Great Sickness.;Nous avons appris le [GetDateText] que la redoutable épidémie a dépeuplé Ibben.;Am [GetDateText] erreichte uns die Nachricht, dass der Bevölkerungsverlust durch die gefürchtete Pest in Nordeuropa verheerend ist.;;En [GetDateText] nos llegó la noticia de que Europa del norte ha quedado extensamente despoblada por la temida Peste.;;;;;;;;;x
CHRONICLE_STEPPE_GONE;On [GetDateText] word reached us that the Dothraki Sea has been widely Depopulated by the dreaded Great Sickness.;Nous avons appris le [GetDateText] que la redoutable épidémie a dépeuplé la mer Dothrak.;Am [GetDateText] erreichte uns die Nachricht, dass der Bevölkerungsverlust durch die gefürchtete Pest in den Steppen verheerend ist.;;En [GetDateText] nos llegó la noticia de que las Estepas han quedado extensamente despobladas por la temida Peste.;;;;;;;;;x
CHRONICLE_HELD_NERGE;[Root.GetTitledFirstName] held a Great Hunt, where [Root.GetHerHis] Khalasar hunted wildlife in a vast expanse of wilderness.;[Root.GetTitledFirstName] a organisé une Grande Chasse, son khalasar a poursuivi ses proies sur de vastes étendues sauvages.;;;[Root.GetTitledFirstName] ha organizado una gran cacería, donde su khalasar ha perseguido a sus presas en una vasta extensión de tierras desérticas.;;;;;;;;;x
CHRONICLE_RUNESTONE_FATHER;[Root.GetTitledFirstName] raised a sepulcher in honor of [Root.GetHerHis] father, [Root.Father.GetTitledFirstNameWithNick].;[Root.GetTitledFirstName] a fait ériger une sépulture en l'honneur de son père, [Root.Father.GetTitledFirstNameWithNick].;;;[Root.GetTitledFirstName] ha erigido un sepulcro en honor a su padre, [Root.Father.GetTitledFirstNameWithNick].;;;;;;;;;x
CHRONICLE_RUNESTONE_MOTHER;[Root.GetTitledFirstName] raised a sepulcher in honor of [Root.GetHerHis] mother, [Root.Mother.GetTitledFirstNameWithNick].;[Root.GetTitledName] a érigé une sépulture en l'honneur de sa mère, [Root.Mother.GetTitledFirstNameWithNick].;[Root.GetTitledName] errichtete einen Runenstein zu Ehren [Root.GetHerHis] Mutter[Root.Mother.GetTitledFirstNameWithNick].;;[Root.GetTitledName] ha erigido un sepulcro en honor a su madre, [Root.Mother.GetTitledFirstNameWithNick].;;;;;;;;;x
CHRONICLE_RUNESTONE_GENERIC;[Root.GetTitledFirstName] raised a sepulcher in memory of [Root.GetHerselfHimself].;[Root.GetTitledName] a érigé une sépulture en sa mémoire.;[Root.GetTitledName] errichtete einen Runenstein zum Gedenken an [Root.GetHerselfHimself].;;[Root.GetTitledName] ha erigido un sepulcro en memoria de sí mismo.;;;;;;;;;x
CHRONICLE_RUNESTONE_LUNATIC;[Root.GetTitledNameWithNick] raised a sepulcher in memory of [Root.GetHerHis] extraordinary exploits in a flying longship.;[Root.GetTitledNameWithNick] a érigé une sépulture à la mémoire de ses exploits extraordinaires à bord d'un boutre volant.;[Root.GetTitledNameWithNick] errichtete einen Runenstein zum Gedenken an [Root.GetHerHis] außergewöhnlichen Heldentaten in einem schnellen Langschiff.;;[Root.GetTitledNameWithNick] ha erigido un sepulcro en memoria de sus extraordinarias hazañas a bordo de su barcoluengo.;;;;;;;;;x
CHRONICLE_RUNESTONE_DRUNKARD;[Root.GetTitledFirstName] raised a sepulcher celebrating [Root.GetHerHis] love for mead.;[Root.GetTitledName] a fait ériger une sépulture pour célébrer son amour de l'hydromel.;[Root.GetTitledName] errichtete einen Runenstein, um [Root.GetHerHis] Liebe zum Met zu feiern.;;[Root.GetTitledName] ha erigido unsepulcro e homenaje a su amor por el hidromiel.;;;;;;;;;x
CHRONICLE_RUNESTONE_FAIR;[Root.GetTitledFirstName] raised a sepulcher celebrating [Root.GetHerHis] great beauty.;[Root.GetTitledName] a fait ériger une sépulture pour célébrer sa grande beauté.;[Root.GetTitledName] errichtete einen Runenstein, um [Root.GetHerHis] große Schönheit zu feiern.;;[Root.GetTitledName] ha erigido un sepulcro en homenaje a su gran belleza.;;;;;;;;;x
CHRONICLE_RUNESTONE_DWARF;[Root.GetTitledFirstName] raised a sepulcher celebrating [Root.GetHerHis] great willpower, which was said to be that of a giant.;[Root.GetTitledName] a fait ériger une sépulture pour célébrer sa grande volonté, qu'on disait celle d'un géant.;[Root.GetTitledName] errichtete einen Runenstein, um [Root.GetHerHis] große Tatkraft zu feiern, die der eines Riesen gleichkommen soll.;;[Root.GetTitledName] ha erigido un sepulcro homenajeando su gran fuerza de voluntad, más propia de un gigante.;;;;;;;;;x
CHRONICLE_RUNESTONE_GENIUS;[Root.GetTitledFirstName] raised a sepulcher celebrating [Root.GetHerHis] great wisdom.;[Root.GetTitledName] a fait ériger une sépulture pour célébrer sa grande sagesse.;[Root.GetTitledName] errichtete einen Runenstein, um [Root.GetHerHis] große Weisheit zu feiern.;;[Root.GetTitledName] ha erigido un sepulcro homenajeando su gran sabiduría.;;;;;;;;;x
CHRONICLE_RUNESTONE_IMBECILE;[Root.GetTitledFirstName] managed to raise a sepulcher in spite of the things men said about [Root.GetHerHis] intellect.;[Root.GetTitledName] a réussi à faire ériger une sépulture en dépit des commentaires peu flatteurs d'autrui sur son intellect.;[Root.GetTitledName] schaffte es, trotz der üblen Nachrede über [Root.GetHerHis] geistige Fähigkeiten, einen Runenstein zu errichten.;;[Root.GetTitledName] ha logrado erigir un sepulcro a pesar de las cosas que dicen acerca de su intelecto.;;;;;;;;;x
CHRONICLE_RUNESTONE_STRONG;[Root.GetTitledFirstName] raised a sepulcher celebrating [Root.GetHerHis] great strength.;[Root.GetTitledName] a fait ériger une sépulture pour célébrer sa grande force.;[Root.GetTitledName] errichtete einen Runenstein, um [Root.GetHerHis] große Körperkraft zu feiern.;;[Root.GetTitledName] ha erigido un sepulcro homenajeando su gran fuerza.;;;;;;;;;x
CHRONICLE_RUNESTONE_SCHOLAR;[Root.GetTitledFirstName] raised a sepulcher celebrating [Root.GetHerHis] great knowledge of the world and everything in it.;[Root.GetTitledName] a fait ériger une sépulture pour célébrer sa grande connaissance du monde et de ce qu'il contient.;[Root.GetTitledName] errichtete einen Runenstein, um [Root.GetHerHis] große Kenntnis der ganzen Welt und aller Dinge darin zu feiern.;;[Root.GetTitledName] ha erigido un sepulcro homenajeando su gran conocimiento del mundo y todo lo que contiene.;;;;;;;;;x
CHRONICLE_RUNESTONE_IMPALER;[Root.GetTitledFirstName] raised a sepulcher warning the world of the horrors awaiting any who would defy [Root.GetHerHis].;[Root.GetTitledName] a fait ériger une sépulture afin d'aviser le monde entier des horreurs qui attendent quiconque le défie.;[Root.GetTitledName] errichtete einen Runenstein, um die Welt vor den Schrecken zu warnen, die allen drohen, die es wagen, sich [Root.GetHerHim] zu widersetzen.;;[Root.GetTitledName] ha erigido un sepulcro advirtiendo al mundo de los horrores que aguardan a cualquiera que le desafíe.;;;;;;;;;x
CHRONICLE_RUNESTONE_POET;[Root.GetTitledFirstName] raised a sepulcher with poetic words carved into it.;[Root.GetTitledName] a fait ériger une sépulture gravées de poèmes.;[Root.GetTitledName] errichtete einen Runenstein mit poetischen Worten als Inschrift.;;[Root.GetTitledName] ha erigido un sepulcro con poesías grabadas en él.;;;;;;;;;x
CHRONICLE_RUNESTONE_LUSTFUL;[Root.GetTitledFirstName] raised a sepulcher celebrating [Root.GetHerHis] love for others.;[Root.GetTitledName] a fait ériger une sépulture pour célébrer sa philanthropie.;[Root.GetTitledName] errichtete einen Runenstein, um [Root.GetHerHis] Nächstenliebe zu feiern.;;[Root.GetTitledName] ha erigido un sepulcro en homenaje a su amor por el prójimo.;;;;;;;;;x
CHRONICLE_RUNESTONE_GLUTTONOUS;[Root.GetTitledFirstName] raised a sepulcher celebrating [Root.GetHerHis] love for food.;[Root.GetTitledName] a fait ériger une sépulture pour célébrer son amour pour la bonne chère.;[Root.GetTitledName] errichtete einen Runenstein, um [Root.GetHerHis] Liebe zu gutem Essen zu feieren.;;[Root.GetTitledName] ha erigido un sepulcro en homenaje a su amor por la comida.;;;;;;;;;x
CHRONICLE_RUNESTONE_CHARITABLE;[Root.GetTitledFirstName] raised a sepulcher celebrating [Root.GetHerHis] charity.;[Root.GetTitledName] a fait ériger une sépulture pour célébrer sa charité.;[Root.GetTitledName] errichtete einen Runenstein, um [Root.GetHerHis] Barmherzigkeit zu feiern.;;[Root.GetTitledName] ha erigido un sepulcro en homenaje a su caridad.;;;;;;;;;x
CHRONICLE_RUNESTONE_KIND;[Root.GetTitledFirstName] raised a sepulcher celebrating [Root.GetHerHis] kindness.;[Root.GetTitledName] a fait ériger une sépulture pour célébrer sa gentillesse.;[Root.GetTitledName] errichtete einen Runenstein, um [Root.GetHerHis] Güte zu feiern.;;[Root.GetTitledName] ha erigido un sepulcro en homenaje a su bondad.;;;;;;;;;x
CHRONICLE_RUNESTONE_PROUD;[Root.GetTitledFirstName] raised a sepulcher celebrating [Root.GetHerHis] own greatness.;[Root.GetTitledName] a fait ériger une sépulture pour célébrer sa toute puissance.;[Root.GetTitledName] errichtete einen Runenstein, um [Root.GetHerHis] eigene Größe zu Feiern.;;[Root.GetTitledName] ha erigido un sepulcro en homenaje a su grandeza.;;;;;;;;;x
CHRONICLE_RUNESTONE_HUMBLE;[Root.GetTitledFirstName] raised a sepulcher celebrating the joys of a simple life.;[Root.GetTitledName] a fait ériger une sépulture pour célébrer les petits plaisirs de la vie.;[Root.GetTitledName] errichtete einen Runenstein, um die Freuden des einfachen Lebens zu preisen.;;[Root.GetTitledName] ha erigido un sepulcro en homenaje a la alegría de una vida simple.;;;;;;;;;x
CHRONICLE_RUNESTONE_BRAVE;[Root.GetTitledFirstName] raised a sepulcher celebrating [Root.GetHerHis] great valor.;[Root.GetTitledName] a fait ériger une sépulture en l'honneur de sa grande valeur.;[Root.GetTitledName] errichtete einen Runenstein, um [Root.GetHerHis] große Tapferkeit zu feiern.;;[Root.GetTitledName] ha erigido un sepulcro en homenaje a su gran valor.;;;;;;;;;x
CHRONICLE_RUNESTONE_JUST;[Root.GetTitledFirstName] raised a sepulcher celebrating [Root.GetHerHis] fairness and sense of justice.;[Root.GetTitledName] a fait ériger une sépulture en l'honneur de son équité et de son sens de la justice.;[Root.GetTitledName] errichtete einen Runenstein, um [Root.GetHerHis] Fairness und Gerechtigkeitssinn zu feiern.;;[Root.GetTitledName] ha erigido un sepulcro en homenaje a su imparcialidad y sentido de la justicia.;;;;;;;;;x
CHRONICLE_RUNESTONE_ZEALOUS_NORSE;[Root.GetTitledFirstName] raised a sepulcher honoring the Gods.;[Root.GetTitledName] a fait ériger une sépulture en l'honneur des dieux.;[Root.GetTitledName] errichtete einen Runenstein zu Ehren der Götter.;;[Root.GetTitledName] ha erigido un sepulcro en honor de los Dioses.;;;;;;;;;x
